Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Target
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9031326866598915,0.6516880484778892,-0.1669314706429888,-0.8657490319892425,0.21482334050438195,0.060778446177572706,-0.4030224142720608,425000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.5197135440647902,0.6516880484778892,-0.5931486829295316,0.2922107649880772,-0.936609701128027,-0.7793115842112097,-0.4030224142720608,230000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.8864696428526574,-1.3395546681487878,-0.7868837794234147,-0.0074682714967362705,0.18411845939418436,0.5960158616607304,-0.4030224142720608,1225000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.024131360507469,-0.01205952373100319,-0.10881094169482386,-0.5516854017531583,0.020998778496259772,0.38890225306072573,-0.4030224142720608,750000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.3269871393480541,1.3154356206867814,-0.5931486829295316,-1.462709672666991,1.989949279687679,-0.8747234713190768,2.0734442628996828,350000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7379386254741178,-0.01205952373100319,0.6661294442807085,1.6515548744831907,-0.45684593378118993,-0.6187403595662623,-0.4030224142720608,600000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7379386254741178,0.6516880484778892,-0.2056784899417654,1.6515548744831907,-0.45684593378118993,-0.6187403595662623,-0.4030224142720608,390000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.024131360507469,2.642930765104566,0.4191753167799558,-0.4797624329968029,0.020998778496259772,-0.525655591656148,-0.4030224142720608,145000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5363765878720241,-1.0076808820443417,-0.5931486829295316,-0.6020314798826063,-0.5547177423199448,-0.43582879062288754,-0.4030224142720608,700000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.47348448988822306,0.6516880484778892,1.0535996372684748,-1.6065556101797014,2.870795556536472,1.5803872823101899,2.0734442628996828,1150000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.049630037200060505,-0.6758070959398955,-0.49628113468259005,0.7932741139906853,-0.9346906460586396,-0.7816387034089625,-0.4030224142720608,340000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.4371165134719033,-0.34393330983544934,-0.3026816527562527,-0.2639935267277367,-0.55087963218117,-0.27525756597794016,-0.4030224142720608,465000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6002769078193063,1.9791831928956738,0.47239434778682543,-0.42701892257547513,-0.7677328550219403,-0.8956675440988525,-0.4030224142720608,125000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.426247213748175,0.9835618345823353,2.506612860972598,-1.1030948288852147,1.3297943358184312,0.9171583109506248,2.0734442628996828,600000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7379386254741178,0.6516880484778892,0.6661294442807085,0.8867739733739464,-0.45684593378118993,-0.6187403595662623,-0.4030224142720608,380000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.5363765878720241,-1.0076808820443417,-0.7868837794234147,0.6805947962723948,-0.1728257835118624,-0.275955701737266,-0.4030224142720608,850000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5363765878720241,-1.0076808820443417,-0.30254603818870696,-0.2639935267277367,-0.5547177423199448,-0.43652692638221346,-0.4030224142720608,598000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.024131360507469,-0.01205952373100319,-0.47342039329631186,-0.4078394642404475,0.020998778496259772,0.38890225306072573,-0.4030224142720608,700000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7379386254741178,0.31981426237344296,0.0074301162015060025,0.8867739733739464,-0.45684593378118993,-0.6187403595662623,-0.4030224142720608,410000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.3545194828790164,-0.34393330983544934,-0.06179143377575843,0.40728751499824484,-0.5547177423199448,-0.40697251257075223,-0.4030224142720608,590000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.3269871393480541,-1.671428454253234,-0.30254603818870696,0.31139022332310484,0.02291783356564712,-0.596400015267835,2.0734442628996828,850000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.022097693669098212,-1.0076808820443417,-0.7481367601246381,-0.37187797986227017,-0.5527986872505574,-0.43257082374603356,-0.4030224142720608,550000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.3545194828790164,-0.34393330983544934,-0.6512692118776966,-1.0311718601288593,0.19947089994928316,-0.15331652001569043,-0.4030224142720608,625000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7379386254741178,-0.34393330983544934,-0.031316903097270615,0.2754287389449276,-0.5547177423199448,-0.40604166489165094,-0.4030224142720608,600000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.040794404314703,-1.3395546681487878,-0.8837513276703562,0.19391604102105833,-0.936609701128027,-0.7807078557298611,-0.4030224142720608,445000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.08803168045475096,-1.3395546681487878,-0.6900162311764731,0.2850184681124414,-0.5547177423199448,-0.43722506214153933,-0.4030224142720608,530000.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.040794404314703,-1.0076808820443417,-0.0460988909597539,1.6539523067750694,-0.936609701128027,-0.9873560404903153,-0.4030224142720608,410000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4350828466335326,-1.0076808820443417,-0.5493064305929659,0.6710050671048811,-0.9346906460586396,-0.7583675114314339,-0.4030224142720608,350000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9581973737218161,0.31981426237344296,1.0535996372684748,0.627851285851068,0.18411845939418436,0.598342980858483,-0.4030224142720608,520000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.5363765878720241,-0.34393330983544934,0.27865925129294233,0.6805947962723948,-0.1728257835118624,-0.275955701737266,-0.4030224142720608,750000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7379386254741178,-0.6758070959398955,0.27865925129294233,1.6515548744831907,-0.45684593378118993,-0.6187403595662623,-0.4030224142720608,560000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5363765878720241,-1.3395546681487878,-0.3219195478380953,-0.2639935267277367,-0.5547177423199448,-0.43652692638221346,-0.4030224142720608,655000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6002769078193063,2.642930765104566,0.0074301162015060025,-0.45578811007801745,-0.7677328550219403,-0.8747234713190768,-0.4030224142720608,125000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5363765878720241,-1.0076808820443417,-0.41878709608503684,-0.2639935267277367,-0.5547177423199448,-0.43652692638221346,-0.4030224142720608,550000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6278092513502687,-0.6758070959398955,-0.10881094169482386,-1.0311718601288593,0.9805263131899339,0.451734471400053,2.0734442628996828,1150000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9031326866598915,0.9835618345823353,0.42202322269841586,0.2011083378966933,0.21482334050438195,0.07008692296858395,-0.4030224142720608,500000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15975941132390967,-1.3395546681487878,-0.38004007678626023,-0.5756597246719428,0.020998778496259772,0.4750056633775816,2.0734442628996828,990000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9581973737218161,0.6516880484778892,-0.14996027619012464,1.270363140074508,0.01332255821871038,0.29861002818791493,-0.4030224142720608,551000.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.426247213748175,-1.0076808820443417,-0.6609559667023907,-1.1030948288852147,1.3297943358184312,1.216658551701418,2.0734442628996828,1650000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.2256933981095624,-0.01205952373100319,0.3755267995398839,1.0306199108866572,-0.7024849826627705,-0.7118251274763767,-0.4030224142720608,350000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.409584169940941,-0.6758070959398955,0.04617713550028262,-0.36948054757039134,-0.556636797389332,-0.32086910225389637,-0.4030224142720608,500000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7379386254741178,-1.0076808820443417,-0.49628113468259005,0.3617363014525537,-0.5547177423199448,-0.43722506214153933,-0.4030224142720608,575000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.2256933981095624,-1.0076808820443417,-0.10881094169482386,1.0306199108866572,-0.5758273480832056,-0.6194384953255881,-0.4030224142720608,545000.0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,-0.5010168334191853,-0.6758070959398955,-0.7075880044284684,-0.36948054757039134,-0.556636797389332,-0.32086910225389637,-0.4030224142720608,525000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.4371165134719033,0.31981426237344296,-0.10881094169482386,-0.4078394642404475,-0.5527986872505574,-0.3231962214516491,-0.4030224142720608,400000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.040794404314703,2.9748045512090124,-0.3606665671368719,-1.3668123809918507,-0.815709231756624,-0.8514522793415482,-0.4030224142720608,155000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7379386254741178,-0.34393330983544934,-0.1669314706429888,1.6515548744831907,-0.45684593378118993,-0.6187403595662623,-0.4030224142720608,545000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.024131360507469,0.6516880484778892,0.27865925129294233,-0.6955313392658682,0.020998778496259772,0.36563106108319715,-0.4030224142720608,545000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.049630037200060505,-0.34393330983544934,-0.5931486829295316,1.311119489036443,-1.3185016599361092,-1.1004540335011042,-0.4030224142720608,240000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9857297172527784,-1.0076808820443417,-0.5737751732801433,1.1025428796430126,-0.45684593378118993,-0.28130807589209766,-0.4030224142720608,725000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.409584169940941,-0.6758070959398955,-0.49628113468259005,-0.36948054757039134,-0.556636797389332,-0.32086910225389637,-0.4030224142720608,480000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5363765878720241,0.6516880484778892,-0.7868837794234147,-0.28796784964652206,-0.5547177423199448,-0.41162675096625767,-0.4030224142720608,375000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7104062819431555,1.3154356206867814,2.0222751197378903,-0.45578811007801745,-0.45684593378118993,-0.5954691675887337,-0.4030224142720608,225000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7930033125360424,-0.6758070959398955,-0.4555967644188746,0.992260994216601,-0.55087963218117,-0.38602843979097634,-0.4030224142720608,400000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5363765878720241,-0.34393330983544934,-0.6512692118776966,-0.28796784964652206,-0.5547177423199448,-0.41162675096625767,-0.4030224142720608,550000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6278092513502687,-0.34393330983544934,-0.2250519995911537,-1.0311718601288593,1.3297943358184312,0.451734471400053,2.0734442628996828,1050000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.29742112897872114,-0.34393330983544934,0.4336473284880488,-0.2208397454739236,-0.5527986872505574,-0.6187403595662623,-0.4030224142720608,450000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2719224522861294,0.9835618345823353,0.3629727652870803,-1.9086320789563933,0.5947962442430769,1.9876331419169402,-0.4030224142720608,775000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.040794404314703,0.31981426237344296,-0.3606665671368719,0.19391604102105833,-0.936609701128027,-0.7807078557298611,-0.4030224142720608,350000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.024131360507469,0.31981426237344296,0.25928574164355406,1.2943374629932933,0.02291783356564712,-0.04626903691905902,-0.4030224142720608,550000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6553415948812309,-1.3395546681487878,-0.842679487213653,-0.6955313392658682,0.020998778496259772,0.29814460434836443,-0.4030224142720608,1080000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.3545194828790164,-0.34393330983544934,-0.07006392239604724,0.31378765561498373,-0.5547177423199448,-0.43722506214153933,-0.4030224142720608,575000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.060499336923788664,-0.34393330983544934,1.247334733762358,-1.6089530424715799,1.934296682675446,0.0002733470359981641,3.3116776014855547,950000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.5197135440647902,0.6516880484778892,-0.011943393447882308,0.7285434421099648,-1.3242588251442713,-1.2400811853662759,-0.4030224142720608,230000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.5363765878720241,1.3154356206867814,2.0222751197378903,0.5271591295921702,-0.1728257835118624,-0.2464012879258048,-0.4030224142720608,270000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.5010168334191853,1.3154356206867814,-0.30254603818870696,-0.9832232142912894,-0.556636797389332,-0.7118251274763767,-0.4030224142720608,130000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7379386254741178,0.9835618345823353,-0.1863049802923771,-0.1441219121338113,-0.5547177423199448,-0.34414029423142495,-0.4030224142720608,370000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.3545194828790164,-0.6758070959398955,-0.5931486829295316,0.40728751499824484,-0.5547177423199448,-0.40697251257075223,-0.4030224142720608,570000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.29742112897872114,0.6516880484778892,0.6661294442807085,0.5679154785541053,-0.55087963218117,-0.621067478764015,-0.4030224142720608,365000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5363765878720241,0.9835618345823353,-0.11721904488265839,-0.28796784964652206,-0.5547177423199448,-0.4127903105651344,-0.4030224142720608,280000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9581973737218161,-1.0076808820443417,-0.806257289072803,0.5511334525109556,0.18411845939418436,0.5960158616607304,-0.4030224142720608,1250000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5363765878720241,-0.34393330983544934,-0.8643778180209679,-0.2639935267277367,-0.5547177423199448,-0.43652692638221346,-0.4030224142720608,590000.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0791960475693934,-1.0076808820443417,-0.9806188759172978,0.8148510046175919,-0.936609701128027,-0.7807078557298611,-0.4030224142720608,475000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.6662108946049591,-0.6758070959398955,-0.011943393447882308,0.7908766816988064,0.02291783356564712,-0.037891407807148746,-0.4030224142720608,685000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9581973737218161,0.9835618345823353,0.18179170304600079,-0.14891677671756903,0.18411845939418436,0.5988084046980335,-0.4030224142720608,380000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.049630037200060505,-1.0076808820443417,-0.6512692118776966,0.7932741139906853,-0.9346906460586396,-0.7816387034089625,-0.4030224142720608,330000.0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.3545194828790164,-1.0076808820443417,-0.9288722316437816,0.31378765561498373,-0.5547177423199448,-0.43722506214153933,-0.4030224142720608,650000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.040794404314703,-0.34393330983544934,0.20116521269538912,0.19391604102105833,-0.936609701128027,-0.7807078557298611,-0.4030224142720608,325000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7379386254741178,-1.0076808820443417,-0.20265622243646084,0.3617363014525537,-0.5547177423199448,-0.43722506214153933,-0.4030224142720608,640000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9306650301908538,-1.3395546681487878,-0.5931486829295316,-0.34310879235972785,-0.936609701128027,0.4133370046371307,-0.4030224142720608,949000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9581973737218161,-0.01205952373100319,1.247334733762358,1.0066455879678717,0.18411845939418436,0.5960158616607304,-0.4030224142720608,660000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7104062819431555,0.31981426237344296,-0.5350281539813667,-0.8633515996973636,-0.5547177423199448,-0.36275724781344776,-0.4030224142720608,435000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.5363765878720241,0.6516880484778892,-0.011943393447882308,0.5271591295921702,-0.1728257835118624,-0.27525756597794016,-0.4030224142720608,385000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9581973737218161,-1.3395546681487878,-0.806257289072803,0.5511334525109556,0.18411845939418436,0.5960158616607304,-0.4030224142720608,1250000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.040794404314703,1.9791831928956738,0.8362288590023379,-0.19207055797138212,-0.936609701128027,-0.7793115842112097,-0.4030224142720608,155000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7104062819431555,-0.01205952373100319,0.04617713550028262,1.3183117859120779,-0.45684593378118993,-0.6187403595662623,-0.4030224142720608,415000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.5197135440647902,1.3154356206867814,-0.49628113468259005,0.2922107649880772,-0.936609701128027,-0.7793115842112097,-0.4030224142720608,251000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6278092513502687,-0.34393330983544934,-0.17855557643262177,-1.0311718601288593,1.3297943358184312,0.451734471400053,2.0734442628996828,1150000.0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.508844244341062,0.31981426237344296,-0.4553836558127313,0.026095780589562124,-0.7677328550219403,-0.7572039518325575,-0.4030224142720608,310000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.36335511576437385,-0.01205952373100319,-0.3994135864356485,-0.06260921420994205,-0.5527986872505574,-0.7816387034089625,2.0734442628996828,350000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6278092513502687,-0.6758070959398955,-0.49628113468259005,-1.0311718601288593,0.9805263131899339,0.451734471400053,2.0734442628996828,1125000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.6849076052505638,-0.34393330983544934,0.14304468374722418,-0.26639095901961557,2.8919051622997327,3.7443754243005736,-0.4030224142720608,2600000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.36335511576437385,-1.0076808820443417,-0.8837513276703562,0.2202877962317218,-0.5527986872505574,-0.7816387034089625,2.0734442628996828,480000.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7379386254741178,-0.6758070959398955,-0.5931486829295316,2.0854901193132003,-0.45684593378118993,-0.6182749357267118,-0.4030224142720608,850000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8864696428526574,-0.6758070959398955,0.8986115600733683,-0.6451852611364194,0.18411845939418436,0.5960158616607304,-0.4030224142720608,1100000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7104062819431555,-1.0076808820443417,-0.3994135864356485,0.5511334525109556,-0.5547177423199448,-0.43722506214153933,-0.4030224142720608,575000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7379386254741178,0.9835618345823353,-0.10981836419659205,-0.5277110788343728,-0.36089318031182255,-0.34414029423142495,-0.4030224142720608,340000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.6662108946049591,-1.0076808820443417,-0.011943393447882308,0.7908766816988064,0.02291783356564712,-0.037891407807148746,-0.4030224142720608,925000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.2256933981095624,-0.01205952373100319,-0.38004007678626023,-0.19207055797138212,-0.5547177423199448,-0.43257082374603356,-0.4030224142720608,400000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.024131360507469,-0.34393330983544934,-0.11607600781334447,-0.45578811007801745,0.020998778496259772,0.38890225306072573,-0.4030224142720608,725000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7379386254741178,0.31981426237344296,-0.3994135864356485,0.8867739733739464,-0.45684593378118993,-0.6187403595662623,-0.4030224142720608,600000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6278092513502687,0.6516880484778892,0.7629969925276501,-1.8343116779081594,1.3297943358184312,0.451734471400053,3.3116776014855547,550000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.409584169940941,-0.6758070959398955,-0.38004007678626023,1.4693500203004237,0.02291783356564712,-0.03696056012804745,-0.4030224142720608,585000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.040794404314703,-1.3395546681487878,-0.10881094169482386,0.5007873743815068,-0.936609701128027,-0.7804751438100861,-0.4030224142720608,411000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7379386254741178,-0.01205952373100319,-0.5640884184554491,0.2754287389449276,-0.5547177423199448,-0.40604166489165094,-0.4030224142720608,450000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1893254216932425,-0.01205952373100319,0.47239434778682543,-1.438735349748206,0.9805263131899339,1.2396970317591716,-0.4030224142720608,1290000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.29742112897872114,-0.01205952373100319,-0.1863049802923771,-0.7746466048978594,-0.5527986872505574,-0.6187403595662623,-0.4030224142720608,455000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.2256933981095624,-1.3395546681487878,-0.9031248373197446,0.23946725456674944,-0.5547177423199448,-0.43582879062288754,-0.4030224142720608,710000.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.024131360507469,-0.34393330983544934,-0.050690412746658926,-0.6955313392658682,0.020998778496259772,0.36563106108319715,-0.4030224142720608,770000.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5836138640120722,-1.0076808820443417,-0.8568802697866547,-2.1076189591823096,3.285311451524139,2.243616253669755,2.0734442628996828,2900000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.4371165134719033,-1.0076808820443417,-0.10881094169482386,1.4621577234247887,0.02291783356564712,-0.04626903691905902,-0.4030224142720608,720000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00543464986186408,-0.34393330983544934,-0.07006392239604724,1.3470809734146203,-0.5527986872505574,-0.5489267836336765,-0.4030224142720608,375000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.36335511576437385,-0.01205952373100319,-0.3994135864356485,-0.06260921420994205,-0.5527986872505574,-0.7816387034089625,2.0734442628996828,400000.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.8314049557907328,-0.01205952373100319,-0.14755796099360047,0.040480374340833715,-0.048087204001684765,-0.39068267818648217,-0.4030224142720608,600000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.03296699339282637,-1.0076808820443417,-0.7287632504752498,-0.2400192038089521,-0.55087963218117,-0.2766538374965919,-0.4030224142720608,600000.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.040794404314703,0.9835618345823353,0.03480488533609168,-1.2709150893167103,-0.936609701128027,-0.904976020889864,-0.4030224142720608,270000.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5363765878720241,-0.01205952373100319,-0.49628113468259005,-0.2639935267277367,-0.5547177423199448,-0.43652692638221346,-0.4030224142720608,500000.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9581973737218161,-0.01205952373100319,-0.011943393447882308,1.0066455879678717,0.18411845939418436,0.5960158616607304,-0.4030224142720608,650000.0
